"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 05 18:20:16 GMT 2022","Tue Apr 05 18:21:09 GMT 2022","53307","","JIT-Dashboard-002-Validation-list-of","","JIT-Dashboard-002-Validation-list-of","[LIST-OF] As a user, I should save the selected option when switching between tables","[LIST-OF] As a user, I should save the selected option when switching between tables",""
"failed","Tue Apr 05 19:09:51 GMT 2022","Tue Apr 05 19:10:02 GMT 2022","11557","","JIT-Mobile-007-Molecule-delete-molecule","","JIT-Mobile-007-Molecule-delete-molecule","As a user, I can delete molecule","As a user, I can delete molecule",""
"broken","Tue Apr 05 18:38:04 GMT 2022","Tue Apr 05 18:38:57 GMT 2022","53251","","JIT-Dashboard-005-Validation-update-of","","JIT-Dashboard-005-Validation-update-of","[UPDATE-OF] As a user, I should see the params will be removed when column is deleted","[UPDATE-OF] As a user, I should see the params will be removed when column is deleted",""
"failed","Tue Apr 05 19:10:41 GMT 2022","Tue Apr 05 19:10:52 GMT 2022","11630","","JIT-Mobile-012-JITDEF-remove-poperty-info-after-deleting-navigation","","JIT-Mobile-012-JITDEF-remove-poperty-info-after-deleting-navigation","As a user, I should see the property infos need to be removed after the navigation was deleted","As a user, I should see the property infos need to be removed after the navigation was deleted",""
"broken","Tue Apr 05 18:58:07 GMT 2022","Tue Apr 05 18:59:02 GMT 2022","54666","","JIT-Database-010-Check-validation-column-definition-type-FILE","","JIT-Database-010-Check-validation-column-definition-type-FILE","As a user, I should check the validation of FILE column definition for Format Area","As a user, I should check the validation of FILE column definition for Format Area",""
"broken","Tue Apr 05 18:41:40 GMT 2022","Tue Apr 05 18:42:34 GMT 2022","54096","","JIT-Dashboard-006-Validation-delete-of","","JIT-Dashboard-006-Validation-delete-of","[DELETE-OF] As a user, I should save the selected option when switching between tables","[DELETE-OF] As a user, I should save the selected option when switching between tables",""
"broken","Tue Apr 05 18:42:34 GMT 2022","Tue Apr 05 18:43:29 GMT 2022","54476","","JIT-Dashboard-006-Validation-delete-of","","JIT-Dashboard-006-Validation-delete-of","[DELETE-OF] As a user, I should see the table is not displayed in dashboard list after removed","[DELETE-OF] As a user, I should see the table is not displayed in dashboard list after removed",""
"broken","Tue Apr 05 18:45:22 GMT 2022","Tue Apr 05 18:46:13 GMT 2022","50477","","JIT-Database-001-Create-new-table","","JIT-Database-001-Create-new-table","As a user, I can create new table","As a user, I can create new table",""
"broken","Tue Apr 05 19:01:46 GMT 2022","Tue Apr 05 19:02:41 GMT 2022","54636","","JIT-Database-011-Check-validation-column-definition-type-ENUM","","JIT-Database-011-Check-validation-column-definition-type-ENUM","As a user, I should delete 1 selected item and check is will be removed in default dropdown","As a user, I should delete 1 selected item and check is will be removed in default dropdown",""
"broken","Tue Apr 05 18:44:23 GMT 2022","Tue Apr 05 18:45:18 GMT 2022","54458","","JIT-Dashboard-006-Validation-delete-of","","JIT-Dashboard-006-Validation-delete-of","[DELETE-OF] As a user, I should see could select column from other table in relation","[DELETE-OF] As a user, I should see could select column from other table in relation",""
"broken","Tue Apr 05 18:50:47 GMT 2022","Tue Apr 05 18:51:42 GMT 2022","54635","","JIT-Database-003-Check-create-empty-and-duplicated-column","","JIT-Database-003-Check-create-empty-and-duplicated-column","As a user, I cannot add duplicated column definition","As a user, I cannot add duplicated column definition",""
